ID_hecho,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,hrsUntilDisease
2019-0041,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78.0,2019-05-11 23:59:59.000000000,3.499722222222222
2019-0042,PEATON,PEATON,MASCULINO,39.0,2019-05-14 23:59:59.000000000,8.999722222222223
2019-0043,CICLISTA,BICICLETA,FEMENINO,47.0,2019-05-21 23:59:59.000000000,14.999722222222223
2019-0044,PEATON,PEATON,FEMENINO,77.0,2019-05-29 23:59:59.000000000,59.249722222222225
2019-0045,CONDUCTOR,MOTO,MASCULINO,33.0,2019-06-03 23:59:59.000000000,16.549722222222222
2019-0046,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,2019-06-04 23:59:59.000000000,14.999722222222223
2019-0047,PEATON,PEATON,MASCULINO,76.0,2019-06-06 23:59:59.000000000,13.999722222222223
2019-0048,CONDUCTOR,MOTO,MASCULINO,32.0,2019-06-07 23:59:59.000000000,16.99972222222222
2019-0049,PEATON,PEATON,FEMENINO,72.0,2019-06-09 23:59:59.000000000,38.66638888888889
2019-0050,CONDUCTOR,MOTO,MASCULINO,21.0,2019-06-09 23:59:59.000000000,24.41638888888889
2019-0051,CONDUCTOR,MOTO,MASCULINO,41.0,2019-06-11 23:59:59.000000000,13.999722222222223
2019-0053,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,2019-06-14 23:59:59.000000000,6.666388888888889
2019-0054,CONDUCTOR,MOTO,MASCULINO,21.0,2019-06-20 23:59:59.000000000,20.99972222222222
2019-0055,CONDUCTOR,MOTO,MASCULINO,47.0,2019-06-21 23:59:59.000000000,28.24972222222222
2019-0056,PEATON,PEATON,FEMENINO,75.0,2019-06-29 23:59:59.000000000,6.733055555555556
2019-0057,PEATON,PEATON,FEMENINO,63.0,2019-07-08 23:59:59.000000000,76.99972222222222
2019-0058,CONDUCTOR,MOTO,MASCULINO,39.0,2019-07-10 23:59:59.000000000,14.66638888888889
2019-0059,CONDUCTOR,MOTO,MASCULINO,30.0,2019-07-13 23:59:59.000000000,1.416388888888889
2019-0060,PEATON,PEATON,FEMENINO,78.0,2019-07-17 23:59:59.000000000,12.66638888888889
2019-0061,PEATON,PEATON,FEMENINO,58.0,2019-07-17 23:59:59.000000000,5.333055555555555
2019-0062,PEATON,PEATON,FEMENINO,60.0,2019-08-02 23:59:59.000000000,24.99972222222222
2019-0063,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,46.0,2019-08-04 23:59:59.000000000,22.49972222222222
2019-0064,CONDUCTOR,MOTO,MASCULINO,20.0,2019-08-06 23:59:59.000000000,20.74972222222222
2019-0065,PEATON,PEATON,FEMENINO,55.0,2019-08-09 23:59:59.000000000,31.24972222222222
2019-0066,PEATON,PEATON,MASCULINO,40.0,2019-08-11 23:59:59.000000000,2.749722222222222
2019-0067,CONDUCTOR,MOTO,MASCULINO,35.0,2019-08-14 23:59:59.000000000,8.999722222222223
2019-0068,CONDUCTOR,MOTO,MASCULINO,53.0,2019-08-14 23:59:59.000000000,6.333055555555555
2019-0069,CONDUCTOR,MOTO,MASCULINO,43.0,2019-08-17 23:59:59.000000000,18.583055555555557
2019-0070,CONDUCTOR,MOTO,MASCULINO,25.0,2019-08-22 23:59:59.000000000,11.499722222222223
2019-0071,PEATON,PEATON,MASCULINO,41.0,2019-08-27 23:59:59.000000000,12.499722222222223
2019-0072,CONDUCTOR,AUTO,MASCULINO,22.0,2019-09-02 23:59:59.000000000,137.6663888888889
2019-0073,CONDUCTOR,AUTO,MASCULINO,29.0,2019-09-06 23:59:59.000000000,214.1663888888889
2019-0074,CONDUCTOR,MOTO,MASCULINO,35.0,2019-08-29 23:59:59.000000000,14.999722222222223
2019-0075,CONDUCTOR,MOTO,MASCULINO,31.0,2019-08-30 23:59:59.000000000,0.6663888888888889
2019-0076,CONDUCTOR,MOTO,FEMENINO,29.0,2019-09-05 23:59:59.000000000,5.999722222222222
2019-0077,PEATON,PEATON,FEMENINO,28.0,2019-09-08 23:59:59.000000000,20.333055555555557
2019-0078,PEATON,PEATON,FEMENINO,72.0,2019-09-15 23:59:59.000000000,87.58305555555556
2019-0079,CONDUCTOR,MOTO,MASCULINO,57.0,2019-09-17 23:59:59.000000000,18.49972222222222
2019-0080,PEATON,PEATON,MASCULINO,76.0,2019-09-17 23:59:59.000000000,5.333055555555555
2019-0081,PEATON,PEATON,MASCULINO,67.0,2019-10-07 23:59:59.000000000,343.9997222222222
2019-0082,CICLISTA,BICICLETA,MASCULINO,47.0,2019-09-25 23:59:59.000000000,16.24972222222222
2019-0083,CONDUCTOR,AUTO,MASCULINO,73.0,2019-09-26 23:59:59.000000000,15.999722222222223
2019-0084,CICLISTA,BICICLETA,FEMENINO,40.0,2019-09-27 23:59:59.000000000,12.249722222222223
2019-0085,CICLISTA,BICICLETA,MASCULINO,20.0,2019-10-09 23:59:59.000000000,1.6997222222222221
2019-0086,CONDUCTOR,MOTO,MASCULINO,29.0,2019-10-15 23:59:59.000000000,9.833055555555555
2019-0087,CONDUCTOR,MOTO,MASCULINO,41.0,2019-10-21 23:59:59.000000000,2.999722222222222
2019-0088,PEATON,PEATON,MASCULINO,27.0,2019-10-22 23:59:59.000000000,3.999722222222222
2019-0089,PEATON,PEATON,FEMENINO,92.0,2019-10-23 23:59:59.000000000,8.249722222222223
2019-0090,PEATON,PEATON,MASCULINO,67.0,2019-10-26 23:59:59.000000000,53.56638888888889
2019-0091,PEATON,PEATON,MASCULINO,35.0,2019-11-01 23:59:59.000000000,3.1663888888888887
2019-0092,PEATON,PEATON,MASCULINO,37.0,2019-11-03 23:59:59.000000000,13.499722222222223
2019-0093,CICLISTA,BICICLETA,MASCULINO,16.0,2019-11-13 23:59:59.000000000,12.16638888888889
2019-0094,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,34.0,2019-11-18 23:59:59.000000000,9.999722222222223
2019-0095,CONDUCTOR,MOTO,MASCULINO,24.0,2019-11-20 23:59:59.000000000,8.499722222222223
2019-0096,PEATON,PEATON,MASCULINO,73.0,2019-11-22 23:59:59.000000000,4.449722222222222
2019-0097,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,2019-11-25 23:59:59.000000000,15.16638888888889
2019-0098,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61.0,2019-11-29 23:59:59.000000000,105.99972222222222
2019-0100,CONDUCTOR,MOTO,MASCULINO,38.0,2019-12-18 23:59:59.000000000,318.4997222222222
2019-0101,CONDUCTOR,MOTO,MASCULINO,25.0,2019-12-17 23:59:59.000000000,19.66638888888889
2019-0102,CONDUCTOR,MOTO,MASCULINO,18.0,2019-12-18 23:59:59.000000000,33.499722222222225
2019-0103,CONDUCTOR,MOTO,MASCULINO,24.0,2019-12-18 23:59:59.000000000,11.976944444444445
2019-0104,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,2019-12-22 23:59:59.000000000,43.58305555555555
2020-0001,PEATON,PEATON,FEMENINO,87.0,2020-01-04 23:59:59.000000000,13.333055555555555
2020-0002,CONDUCTOR,MOTO,MASCULINO,36.0,2020-01-07 23:59:59.000000000,51.999722222222225
2020-0003,PEATON,PEATON,MASCULINO,44.0,2020-01-11 23:59:59.000000000,17.99972222222222
2020-0004,PEATON,PEATON,MASCULINO,82.0,2020-01-15 23:59:59.000000000,26.333055555555557
2020-0005,CONDUCTOR,MOTO,MASCULINO,25.0,2020-02-10 23:59:59.000000000,665.9997222222222
2020-0006,CONDUCTOR,MOTO,MASCULINO,23.0,2020-01-20 23:59:59.000000000,11.083055555555555
2020-0007,PEATON,PEATON,MASCULINO,52.0,2020-01-27 23:59:59.000000000,23.383055555555554
2020-0008,CONDUCTOR,MOTO,MASCULINO,49.0,2020-01-30 23:59:59.000000000,16.833055555555557
2020-0009,PEATON,PEATON,MASCULINO,48.0,2020-02-05 23:59:59.000000000,33.16638888888889
2020-0010,CONDUCTOR,MOTO,MASCULINO,39.0,2020-02-08 23:59:59.000000000,18.24972222222222
2020-0011,CONDUCTOR,MOTO,MASCULINO,31.0,2020-02-12 23:59:59.000000000,12.516388888888889
2020-0012,PEATON,PEATON,FEMENINO,66.0,2020-02-18 23:59:59.000000000,2.999722222222222
2020-0013,PEATON,PEATON,FEMENINO,58.0,2020-03-03 23:59:59.000000000,299.9997222222222
2020-0014,CONDUCTOR,MOTO,MASCULINO,25.0,2020-02-27 23:59:59.000000000,21.76638888888889
2020-0015,CONDUCTOR,MOTO,MASCULINO,29.0,2020-02-28 23:59:59.000000000,9.499722222222223
2020-0016,PEATON,PEATON,MASCULINO,68.0,2020-03-09 23:59:59.000000000,226.99972222222223
2020-0017,PEATON,PEATON,MASCULINO,37.0,2020-03-05 23:59:59.000000000,0.9997222222222222
2020-0018,CONDUCTOR,MOTO,MASCULINO,31.0,2020-03-09 23:59:59.000000000,9.999722222222223
2020-0019,PEATON,PEATON,FEMENINO,80.0,2020-03-10 23:59:59.000000000,2.999722222222222
2020-0020,PEATON,PEATON,FEMENINO,74.0,2020-03-17 23:59:59.000000000,102.49972222222222
2020-0021,PEATON,PEATON,FEMENINO,87.0,2020-03-14 23:59:59.000000000,7.166388888888889
2020-0022,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44.0,2020-04-07 23:59:59.000000000,17.74972222222222
2020-0023,CONDUCTOR,AUTO,MASCULINO,44.0,2020-05-03 23:59:59.000000000,581.2997222222223
2020-0024,CONDUCTOR,AUTO,MASCULINO,53.0,2020-04-24 23:59:59.000000000,16.033055555555556
2020-0025,PEATON,PEATON,MASCULINO,51.0,2020-05-12 23:59:59.000000000,18.41638888888889
2020-0026,CONDUCTOR,MOTO,MASCULINO,28.0,2020-05-17 23:59:59.000000000,17.333055555555557
2020-0027,PEATON,PEATON,MASCULINO,76.0,2020-05-18 23:59:59.000000000,15.999722222222223
2020-0028,PEATON,PEATON,MASCULINO,91.0,2020-05-23 23:59:59.000000000,109.99972222222222
2020-0029,PEATON,PEATON,MASCULINO,80.0,2020-06-12 23:59:59.000000000,57.999722222222225
2020-0030,CONDUCTOR,MOTO,MASCULINO,40.0,2020-06-16 23:59:59.000000000,8.999722222222223
2020-0031,CONDUCTOR,MOTO,MASCULINO,29.0,2020-06-30 23:59:59.000000000,15.999722222222223
2020-0032,CONDUCTOR,MOTO,MASCULINO,21.0,2020-07-10 23:59:59.000000000,0.9997222222222222
2020-0033,CONDUCTOR,AUTO,MASCULINO,32.0,2020-07-19 23:59:59.000000000,17.583055555555557
2020-0034,PEATON,PEATON,FEMENINO,45.0,2020-08-02 23:59:59.000000000,20.66638888888889
2020-0035,CONDUCTOR,MOTO,MASCULINO,40.0,2020-08-04 23:59:59.000000000,18.49972222222222
2020-0036,PEATON,PEATON,MASCULINO,72.0,2020-08-22 23:59:59.000000000,365.3330555555556
2020-0037,PEATON,PEATON,MASCULINO,38.0,2020-08-29 23:59:59.000000000,19.49972222222222
2020-0038,CONDUCTOR,AUTO,MASCULINO,46.0,2020-08-30 23:59:59.000000000,19.99972222222222
2020-0038,CONDUCTOR,AUTO,MASCULINO,64.0,2020-08-30 23:59:59.000000000,19.99972222222222
2020-0039,PEATON,PEATON,MASCULINO,44.0,2020-09-01 23:59:59.000000000,4.704722222222222
2020-0040,CONDUCTOR,AUTO,MASCULINO,42.0,2020-09-12 23:59:59.000000000,20.49972222222222
2020-0041,CONDUCTOR,MOTO,MASCULINO,34.0,2020-09-28 23:59:59.000000000,22.24972222222222
2020-0042,PEATON,PEATON,FEMENINO,53.0,2020-09-29 23:59:59.000000000,6.833055555555555
2020-0043,PEATON,PEATON,MASCULINO,64.0,2020-09-30 23:59:59.000000000,6.666388888888889
2020-0044,CONDUCTOR,AUTO,MASCULINO,43.0,2020-10-05 23:59:59.000000000,23.66638888888889
2020-0045,CONDUCTOR,AUTO,MASCULINO,50.0,2020-10-19 23:59:59.000000000,20.99972222222222
2020-0046,CONDUCTOR,MOTO,MASCULINO,41.0,2020-10-27 23:59:59.000000000,2.999722222222222
2020-0047,PEATON,PEATON,MASCULINO,15.0,2020-10-27 23:59:59.000000000,9.999722222222223
2020-0048,CONDUCTOR,MOTO,MASCULINO,41.0,2020-10-29 23:59:59.000000000,3.6663888888888887
2020-0049,PEATON,PEATON,MASCULINO,36.0,2020-10-30 23:59:59.000000000,3.999722222222222
2020-0050,PEATON,PEATON,FEMENINO,28.0,2020-11-01 23:59:59.000000000,1.9997222222222222
2020-0051,CONDUCTOR,MOTO,MASCULINO,49.0,2020-11-05 23:59:59.000000000,23.333055555555557
2020-0052,CICLISTA,BICICLETA,MASCULINO,44.0,2020-11-07 23:59:59.000000000,17.16638888888889
2020-0053,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27.0,2020-11-09 23:59:59.000000000,20.49972222222222
2020-0054,CICLISTA,BICICLETA,MASCULINO,59.0,2020-11-23 23:59:59.000000000,110.99972222222222
2020-0055,PEATON,PEATON,MASCULINO,91.0,2020-12-11 23:59:59.000000000,539.4997222222222
2020-0056,CONDUCTOR,MOTO,FEMENINO,34.0,2020-11-21 23:59:59.000000000,10.999722222222223
2020-0057,PEATON,PEATON,MASCULINO,84.0,2020-11-23 23:59:59.000000000,16.24972222222222
2020-0058,PEATON,PEATON,MASCULINO,57.0,2020-11-25 23:59:59.000000000,31.99972222222222
2020-0059,PEATON,PEATON,FEMENINO,49.0,2020-12-14 23:59:59.000000000,329.4163888888889
2020-0060,PEATON,PEATON,FEMENINO,69.0,2020-12-03 23:59:59.000000000,3.499722222222222
2020-0061,CONDUCTOR,MOTO,MASCULINO,45.0,2020-12-04 23:59:59.000000000,33.33305555555555
2020-0062,CICLISTA,BICICLETA,MASCULINO,47.0,2020-12-04 23:59:59.000000000,6.683055555555556
2020-0063,PEATON,PEATON,MASCULINO,38.0,2020-12-05 23:59:59.000000000,16.833055555555557
2020-0063,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0,2020-12-05 23:59:59.000000000,16.833055555555557
2020-0065,CONDUCTOR,MOTO,MASCULINO,24.0,2020-12-06 23:59:59.000000000,31.99972222222222
2020-0066,CONDUCTOR,MOTO,MASCULINO,27.0,2020-12-07 23:59:59.000000000,19.49972222222222
2020-0067,PEATON,PEATON,MASCULINO,51.0,2020-12-11 23:59:59.000000000,1.9997222222222222
2020-0068,CONDUCTOR,MOTO,MASCULINO,71.0,2020-12-20 23:59:59.000000000,195.49972222222223
2020-0069,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0,2020-12-15 23:59:59.000000000,18.66638888888889
2020-0070,PEATON,PEATON,FEMENINO,81.0,2020-12-22 23:59:59.000000000,128.4163888888889
2020-0071,PEATON,PEATON,MASCULINO,4.0,2020-12-17 23:59:59.000000000,0.9997222222222222
2020-0072,CICLISTA,BICICLETA,MASCULINO,42.0,2020-12-19 23:59:59.000000000,20.49972222222222
2020-0073,CONDUCTOR,MOTO,MASCULINO,56.0,2020-12-20 23:59:59.000000000,16.333055555555557
2020-0074,CONDUCTOR,AUTO,MASCULINO,39.0,2020-12-20 23:59:59.000000000,2.999722222222222
2020-0075,PEATON,PEATON,MASCULINO,23.0,2020-12-23 23:59:59.000000000,9.999722222222223
2020-0076,CONDUCTOR,AUTO,FEMENINO,78.0,2021-01-17 23:59:59.000000000,587.4997222222222
2020-0077,CONDUCTOR,MOTO,FEMENINO,30.0,2020-12-25 23:59:59.000000000,17.333055555555557
2020-0077,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24.0,2020-12-25 23:59:59.000000000,17.333055555555557
2020-0078,CICLISTA,BICICLETA,MASCULINO,26.0,2020-12-25 23:59:59.000000000,18.16638888888889
2020-0079,CONDUCTOR,MOTO,MASCULINO,28.0,2020-12-27 23:59:59.000000000,19.74972222222222
2021-0001,CONDUCTOR,MOTO,MASCULINO,36.0,2021-01-06 23:59:59.000000000,5.999722222222222
2021-0002,CONDUCTOR,MOTO,FEMENINO,47.0,2021-01-07 23:59:59.000000000,13.66638888888889
2021-0003,CONDUCTOR,MOTO,MASCULINO,27.0,2021-01-10 23:59:59.000000000,16.333055555555557
2021-0004,PEATON,PEATON,FEMENINO,61.0,2021-01-11 23:59:59.000000000,14.794722222222223
2021-0005,PEATON,PEATON,MASCULINO,73.0,2021-01-14 23:59:59.000000000,74.49972222222222
2021-0006,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,2021-01-12 23:59:59.000000000,2.999722222222222
2021-0007,CONDUCTOR,MOTO,MASCULINO,84.0,2021-01-26 23:59:59.000000000,205.99972222222223
2021-0008,PEATON,PEATON,MASCULINO,28.0,2021-01-22 23:59:59.000000000,0.49972222222222223
2021-0009,CONDUCTOR,MOTO,MASCULINO,31.0,2021-01-23 23:59:59.000000000,18.49972222222222
2021-0010,CONDUCTOR,MOTO,MASCULINO,28.0,2021-01-23 23:59:59.000000000,15.999722222222223
2021-0011,PEATON,PEATON,MASCULINO,21.0,2021-01-27 23:59:59.000000000,22.925833333333333
2021-0012,PEATON,PEATON,MASCULINO,39.0,2021-01-29 23:59:59.000000000,3.8769444444444443
2021-0013,CONDUCTOR,MOTO,MASCULINO,41.0,2021-01-31 23:59:59.000000000,17.833055555555557
2021-0014,PEATON,PEATON,MASCULINO,28.0,2021-02-18 23:59:59.000000000,407.1663888888889
2021-0015,CONDUCTOR,MOTO,MASCULINO,26.0,2021-02-06 23:59:59.000000000,20.91638888888889
2021-0016,CONDUCTOR,AUTO,MASCULINO,22.0,2021-02-14 23:59:59.000000000,18.16638888888889
2021-0017,CONDUCTOR,MOTO,MASCULINO,33.0,2021-02-17 23:59:59.000000000,19.833055555555557
2021-0018,PEATON,PEATON,MASCULINO,36.0,2021-03-08 23:59:59.000000000,388.9997222222222
2021-0019,CONDUCTOR,MOTO,MASCULINO,30.0,2021-02-21 23:59:59.000000000,22.66638888888889
2021-0020,PEATON,PEATON,FEMENINO,42.0,2021-02-21 23:59:59.000000000,8.999722222222223
2021-0021,CONDUCTOR,MOTO,MASCULINO,39.0,2021-03-04 23:59:59.000000000,162.49972222222223
2021-0022,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68.0,2021-03-06 23:59:59.000000000,155.99972222222223
2021-0023,CONDUCTOR,MOTO,MASCULINO,24.0,2021-03-01 23:59:59.000000000,14.66638888888889
2021-0024,CICLISTA,BICICLETA,MASCULINO,5.0,2021-03-03 23:59:59.000000000,7.499722222222222
2021-0025,CONDUCTOR,MOTO,MASCULINO,37.0,2021-03-11 23:59:59.000000000,20.24972222222222
2021-0026,CONDUCTOR,MOTO,MASCULINO,36.0,2021-03-15 23:59:59.000000000,21.41638888888889
2021-0027,CONDUCTOR,MOTO,FEMENINO,19.0,2021-03-16 23:59:59.000000000,8.499722222222223
2021-0028,PEATON,PEATON,MASCULINO,38.0,2021-03-29 23:59:59.000000000,6.666388888888889
2021-0029,CONDUCTOR,AUTO,MASCULINO,26.0,2021-04-02 23:59:59.000000000,53.91638888888889
2021-0030,PEATON,PEATON,MASCULINO,36.0,2021-04-07 23:59:59.000000000,101.49972222222222
2021-0031,PEATON,PEATON,FEMENINO,68.0,2021-04-11 23:59:59.000000000,109.51638888888888
2021-0032,PEATON,PEATON,MASCULINO,60.0,2021-04-29 23:59:59.000000000,460.0830555555556
2021-0033,CONDUCTOR,AUTO,MASCULINO,33.0,2021-04-14 23:59:59.000000000,6.166388888888889
2021-0034,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,2021-04-19 23:59:59.000000000,9.333055555555555
2021-0035,CONDUCTOR,MOTO,MASCULINO,24.0,2021-05-03 23:59:59.000000000,14.66638888888889
2021-0036,CONDUCTOR,MOTO,MASCULINO,36.0,2021-05-09 23:59:59.000000000,17.99972222222222
2021-0037,PEATON,PEATON,FEMENINO,58.0,2021-05-11 23:59:59.000000000,16.833055555555557
2021-0038,CONDUCTOR,MOTO,FEMENINO,44.0,2021-05-14 23:59:59.000000000,12.333055555555555
2021-0039,CICLISTA,BICICLETA,MASCULINO,86.0,2021-06-05 23:59:59.000000000,515.8497222222222
2021-0040,CONDUCTOR,MOTO,MASCULINO,27.0,2021-05-20 23:59:59.000000000,18.16638888888889
2021-0041,PEATON,PEATON,MASCULINO,75.0,2021-05-20 23:59:59.000000000,15.499722222222223
2021-0042,PEATON,PEATON,MASCULINO,39.0,2021-05-21 23:59:59.000000000,18.99972222222222
2021-0043,PEATON,PEATON,MASCULINO,50.0,2021-05-22 23:59:59.000000000,5.566388888888889
2021-0044,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0,2021-05-25 23:59:59.000000000,21.99972222222222
2021-0045,CONDUCTOR,MOTO,MASCULINO,22.0,2021-05-26 23:59:59.000000000,6.599722222222222
2021-0046,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20.0,2021-05-31 23:59:59.000000000,21.99972222222222
2021-0047,CONDUCTOR,MOTO,MASCULINO,59.0,2021-06-02 23:59:59.000000000,7.999722222222222
2021-0048,CICLISTA,BICICLETA,MASCULINO,44.0,2021-06-23 23:59:59.000000000,494.03305555555556
2021-0049,CONDUCTOR,AUTO,MASCULINO,74.0,2021-06-03 23:59:59.000000000,3.499722222222222
2021-0050,CONDUCTOR,MOTO,MASCULINO,56.0,2021-06-10 23:59:59.000000000,10.499722222222223
2021-0051,PEATON,PEATON,MASCULINO,73.0,2021-06-16 23:59:59.000000000,28.66638888888889
2021-0052,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19.0,2021-06-20 23:59:59.000000000,18.333055555555557
2021-0053,PEATON,PEATON,MASCULINO,58.0,2021-06-30 23:59:59.000000000,251.99972222222223
2021-0054,CONDUCTOR,MOTO,MASCULINO,41.0,2021-06-22 23:59:59.000000000,9.266388888888889
2021-0055,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47.0,2021-06-29 23:59:59.000000000,11.66638888888889
2021-0056,CICLISTA,BICICLETA,MASCULINO,60.0,2021-07-09 23:59:59.000000000,0.5830555555555555
2021-0057,CONDUCTOR,AUTO,MASCULINO,46.0,2021-07-10 23:59:59.000000000,0.49972222222222223
2021-0058,PEATON,PEATON,MASCULINO,24.0,2021-07-21 23:59:59.000000000,23.333055555555557
2021-0059,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44.0,2021-07-22 23:59:59.000000000,22.66638888888889
2021-0060,PEATON,PEATON,FEMENINO,80.0,2021-07-22 23:59:59.000000000,11.499722222222223
2021-0061,PEATON,PEATON,FEMENINO,55.0,2021-07-24 23:59:59.000000000,14.749722222222223
2021-0062,CONDUCTOR,AUTO,MASCULINO,73.0,2021-07-27 23:59:59.000000000,16.733055555555556
2021-0063,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31.0,2021-08-02 23:59:59.000000000,19.333055555555557
2021-0064,PEATON,PEATON,MASCULINO,37.0,2021-08-03 23:59:59.000000000,27.99972222222222
2021-0065,PEATON,PEATON,FEMENINO,63.0,2021-08-10 23:59:59.000000000,111.49972222222222
2021-0066,PEATON,PEATON,MASCULINO,59.0,2021-08-09 23:59:59.000000000,75.99972222222222
2021-0067,CONDUCTOR,MOTO,MASCULINO,27.0,2021-08-08 23:59:59.000000000,14.516388888888889
2021-0068,CONDUCTOR,MOTO,MASCULINO,39.0,2021-08-15 23:59:59.000000000,17.833055555555557
2021-0069,PEATON,PEATON,MASCULINO,17.0,2021-08-21 23:59:59.000000000,30.74972222222222
2021-0070,CONDUCTOR,MOTO,MASCULINO,31.0,2021-08-28 23:59:59.000000000,15.499722222222223
2021-0071,PEATON,PEATON,MASCULINO,88.0,2021-09-01 23:59:59.000000000,31.99972222222222
2021-0072,PEATON,PEATON,FEMENINO,57.0,2021-09-01 23:59:59.000000000,4.833055555555555
2021-0073,CICLISTA,BICICLETA,FEMENINO,76.0,2021-09-18 23:59:59.000000000,11.66638888888889
2021-0074,CONDUCTOR,MOTO,MASCULINO,55.0,2021-09-20 23:59:59.000000000,8.999722222222223
2021-0075,PEATON,PEATON,MASCULINO,65.0,2021-09-21 23:59:59.000000000,9.499722222222223
2021-0076,CONDUCTOR,MOTO,MASCULINO,31.0,2021-10-16 23:59:59.000000000,17.74972222222222
2021-0077,CONDUCTOR,MOTO,FEMENINO,31.0,2021-10-18 23:59:59.000000000,16.66638888888889
2021-0078,CONDUCTOR,MOTO,MASCULINO,22.0,2021-10-23 23:59:59.000000000,17.41638888888889
2021-0079,PEATON,PEATON,MASCULINO,27.0,2021-10-25 23:59:59.000000000,20.49972222222222
2021-0080,CONDUCTOR,MOTO,MASCULINO,32.0,2021-10-28 23:59:59.000000000,7.733055555555556
2021-0081,CONDUCTOR,MOTO,MASCULINO,26.0,2021-11-02 23:59:59.000000000,10.41638888888889
2021-0082,CONDUCTOR,MOTO,MASCULINO,38.0,2021-11-06 23:59:59.000000000,19.349722222222223
2021-0083,CONDUCTOR,MOTO,MASCULINO,30.0,2021-11-09 23:59:59.000000000,23.41638888888889
2021-0084,CONDUCTOR,AUTO,MASCULINO,32.0,2021-11-11 23:59:59.000000000,20.99972222222222
2021-0097,CICLISTA,BICICLETA,MASCULINO,53.0,2021-11-19 23:59:59.000000000,41.83305555555555
2021-0085,CONDUCTOR,MOTO,MASCULINO,49.0,2021-11-20 23:59:59.000000000,5.499722222222222
2021-0086,PEATON,PEATON,MASCULINO,75.0,2021-11-25 23:59:59.000000000,13.833055555555555
2021-0087,PEATON,PEATON,FEMENINO,73.0,2021-11-27 23:59:59.000000000,12.633055555555556
2021-0088,CONDUCTOR,MOTO,MASCULINO,45.0,2021-12-07 23:59:59.000000000,152.33305555555555
2021-0089,CONDUCTOR,MOTO,MASCULINO,41.0,2021-12-11 23:59:59.000000000,238.83305555555555
2021-0090,PEATON,PEATON,MASCULINO,73.0,2022-01-03 23:59:59.000000000,588.2497222222222
2021-0091,CONDUCTOR,MOTO,MASCULINO,24.0,2021-12-11 23:59:59.000000000,0.9997222222222222
2021-0092,PEATON,PEATON,FEMENINO,50.0,2021-12-12 23:59:59.000000000,17.66638888888889
2021-0093,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18.0,2021-12-18 23:59:59.000000000,126.83305555555556
2021-0094,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43.0,2021-12-20 23:59:59.000000000,22.833055555555557
2021-0095,CONDUCTOR,MOTO,MASCULINO,27.0,2022-01-02 23:59:59.000000000,95.28305555555555
2021-0096,CONDUCTOR,AUTO,MASCULINO,60.0,2021-12-20 23:59:59.000000000,133.49972222222223
